C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_16_317.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_16_317.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_16_317.jpg,0,0,0,6.944243E-07
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_16_394.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_16_394.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_16_394.jpg,0,0,0,5.564005E-07
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_16_470.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_16_470.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_16_470.jpg,0,0,0,3.86985E-06
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_16_567.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_16_567.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_16_567.jpg,0,0,0,1.121686E-05
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_16_644.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_16_644.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_16_644.jpg,0,0,0,1.081779E-05
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_16_745.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_16_745.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_16_745.jpg,0,0,0,1.254619E-05
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_16_819.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_16_819.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_16_819.jpg,0,0,0,2.585823E-06
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_16_896.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_16_896.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_16_896.jpg,0,0,0,9.382096E-06
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_16_968.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_16_968.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_16_968.jpg,0,0,0,5.202698E-06
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_17_047.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_17_047.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_17_047.jpg,0,0,0,4.061063E-06
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_17_153.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_17_153.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_17_153.jpg,0,0,0,3.10181E-06
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_17_222.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_17_222.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_17_222.jpg,0,0,0,7.205834E-06
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_17_294.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_17_294.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_17_294.jpg,0,0,0,8.023979E-06
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_17_367.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_17_367.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_17_367.jpg,0,0,0,1.301218E-05
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_17_441.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_17_441.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_17_441.jpg,0,0,0,7.194935E-06
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_17_525.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_17_525.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_17_525.jpg,0,0,0,3.898001E-06
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_17_595.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_17_595.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_17_595.jpg,0,0,0,9.282303E-06
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_17_664.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_17_664.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_17_664.jpg,0,0,0,5.323805E-06
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_17_741.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_17_741.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_17_741.jpg,0,0,0,3.532246E-06
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_17_827.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_17_827.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_17_827.jpg,0,0,0,2.239439E-06
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_17_931.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_17_931.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_17_931.jpg,0,0,0,3.683931E-07
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_18_006.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_18_006.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_18_006.jpg,0,0,0,1.078482E-05
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_18_074.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_18_074.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_18_074.jpg,0,0,0,9.364445E-06
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_18_161.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_18_161.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_18_161.jpg,0,0,0,1.454137E-05
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_18_230.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_18_230.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_18_230.jpg,0,0,0,8.518587E-06
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_18_304.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_18_304.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_18_304.jpg,0,0,0,1.436755E-05
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_18_372.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_18_372.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_18_372.jpg,0,0,0,1.581708E-06
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_18_453.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_18_453.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_18_453.jpg,0,0.1077081,0,0.005134192
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_18_534.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_18_534.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_18_534.jpg,0,0.3624937,0,0.3196759
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_18_647.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_18_647.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_18_647.jpg,0,0.6574611,0,0.954965
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_18_716.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_18_716.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_18_716.jpg,0,0.8902929,0,1.732695
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_18_784.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_18_784.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_18_784.jpg,0,1,0,2.684229
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_18_857.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_18_857.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_18_857.jpg,0,1,0,3.620664
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_18_937.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_18_937.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_18_937.jpg,0,1,0,4.558784
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_19_019.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_19_019.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_19_019.jpg,0,1,0,5.487868
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_19_102.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_19_102.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_19_102.jpg,0,1,0,6.409832
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_19_180.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_19_180.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_19_180.jpg,0,1,0,7.32462
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_19_273.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_19_273.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_19_273.jpg,0,1,0,8.232311
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_19_368.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_19_368.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_19_368.jpg,0,0.7894359,0,9.24947
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_19_458.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_19_458.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_19_458.jpg,0,0.5207265,0,9.877605
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_19_535.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_19_535.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_19_535.jpg,0,0.2907786,0,10.15063
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_19_627.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_19_627.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_19_627.jpg,0,0.01641686,0,10.19732
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_19_708.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_19_708.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_19_708.jpg,0,0.1155688,0,10.16325
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_19_780.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_19_780.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_19_780.jpg,0,0.3331394,0,10.33153
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_19_863.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_19_863.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_19_863.jpg,0,0.08530658,0,10.4188
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_19_930.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_19_930.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_19_930.jpg,0,0,0,10.36333
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_20_014.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_20_014.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_20_014.jpg,0,0,0,10.28003
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_20_085.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_20_085.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_20_085.jpg,0,0,0,10.1974
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_20_184.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_20_184.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_20_184.jpg,0.15,0,0,10.08915
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_20_255.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_20_255.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_20_255.jpg,0.35,0,0,9.97494
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_20_354.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_20_354.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_20_354.jpg,0,0,0,9.851298
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_20_451.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_20_451.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_20_451.jpg,0,0,0,9.745494
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_20_541.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_20_541.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_20_541.jpg,0,0.09287481,0,9.68494
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_20_650.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_20_650.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_20_650.jpg,0,0.4207651,0,9.937436
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_20_751.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_20_751.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_20_751.jpg,0,0.725409,0,10.55194
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_20_830.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_20_830.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_20_830.jpg,0,0.960346,0,11.3188
C:\Users\Sumit\Desktop\Data\IMG\center_2020_09_24_02_43_20_904.jpg,C:\Users\Sumit\Desktop\Data\IMG\left_2020_09_24_02_43_20_904.jpg,C:\Users\Sumit\Desktop\Data\IMG\right_2020_09_24_02_43_20_904.jpg,0,1,0,11.92021
